# awards.csv v0.3 — 검수 진행 중 (CURSOR_GUIDE §4.4 게이트)
# source(검수 URL):
#   https://lol.fandom.com/wiki/Worlds_MVP
#   https://lol.fandom.com/wiki/LCK/Season_MVP
#   https://lol.fandom.com/wiki/LCK/Finals_MVP
#   https://lol.fandom.com/wiki/LCK/All-Pro_Team
# 생성: AI 학습 데이터 기반 + 호빈 웹검색 검증 병행
# 표기: # ? = 불확실(플레이어 또는 스플릿 미확인) / # ~ = 추정(유력하나 소스 미확인)
# split: SPRING/SUMMER/WINTER/NONE (연간 단일 수상 또는 스플릿 미상)
# MSI_MVP는 §6.1 가점 대상 아님 — 주석 보존만 (04-ratings 미사용)
playerId,year,league,award,value,split
Viper (Park Do-hyeon),2023,LCK,ALLPRO_3RD,1,SUMMER
Life,2023,LCK,ALLPRO_3RD,1,SUMMER
Doran (Choi Hyeon-joon),2024,LCK,ALLPRO_2ND,3,SUMMER
Peanut,2024,LCK,ALLPRO_2ND,3,SUMMER
Zeka (Kim Geon-woo),2024,LCK,ALLPRO_2ND,3,SUMMER
Viper (Park Do-hyeon),2024,LCK,ALLPRO_2ND,3,SUMMER
Delight,2024,LCK,ALLPRO_2ND,3,SUMMER
Kingen,2024,LCK,ALLPRO_3RD,1,SUMMER
Oner,2024,LCK,ALLPRO_3RD,1,SUMMER
Bdd,2024,LCK,ALLPRO_3RD,1,SUMMER
Aiming,2024,LCK,ALLPRO_3RD,1,SUMMER
Keria,2024,LCK,ALLPRO_3RD,1,SUMMER

# ═══════════════════════════════════════════════════
# LPL ALL-LPL 2ND (2021~2024 — 행별 합산)
# ═══════════════════════════════════════════════════
Zoom,2021,LPL,ALLPRO_2ND,3,SPRING
Karsa,2021,LPL,ALLPRO_2ND,3,SPRING
FoFo,2021,LPL,ALLPRO_2ND,3,SPRING
GALA,2021,LPL,ALLPRO_2ND,3,SPRING
Crisp,2021,LPL,ALLPRO_2ND,3,SPRING
Bin (Chen Ze-Bin),2021,LPL,ALLPRO_2ND,3,SUMMER
Wei (Yan Yang-Wei),2021,LPL,ALLPRO_2ND,3,SUMMER
knight (Zhuo Ding),2021,LPL,ALLPRO_2ND,3,SUMMER
Lwx,2021,LPL,ALLPRO_2ND,3,SUMMER
Meiko,2021,LPL,ALLPRO_2ND,3,SUMMER
TheShy,2022,LPL,ALLPRO_2ND,3,SPRING
Karsa,2022,LPL,ALLPRO_2ND,3,SPRING
Xiaohu,2022,LPL,ALLPRO_2ND,3,SPRING
Light (Wang Guang-Yu),2022,LPL,ALLPRO_2ND,3,SPRING
Crisp,2022,LPL,ALLPRO_2ND,3,SPRING
TheShy,2022,LPL,ALLPRO_2ND,3,SUMMER
Kanavi,2022,LPL,ALLPRO_2ND,3,SUMMER
knight (Zhuo Ding),2022,LPL,ALLPRO_2ND,3,SUMMER
Photic,2022,LPL,ALLPRO_2ND,3,SUMMER
Missing,2022,LPL,ALLPRO_2ND,3,SUMMER
Ale,2023,LPL,ALLPRO_2ND,3,SPRING
Kanavi,2023,LPL,ALLPRO_2ND,3,SPRING
knight (Zhuo Ding),2023,LPL,ALLPRO_2ND,3,SPRING
Elk,2023,LPL,ALLPRO_2ND,3,SPRING
MISSING,2023,LPL,ALLPRO_2ND,3,SPRING
369,2023,LPL,ALLPRO_2ND,3,SUMMER
Xun,2023,LPL,ALLPRO_2ND,3,SUMMER
Scout,2023,LPL,ALLPRO_2ND,3,SUMMER
Elk,2023,LPL,ALLPRO_2ND,3,SUMMER
MISSING,2023,LPL,ALLPRO_2ND,3,SUMMER
369,2024,LPL,ALLPRO_2ND,3,SPRING
Xun,2024,LPL,ALLPRO_2ND,3,SPRING
Rookie,2024,LPL,ALLPRO_2ND,3,SPRING
Ruler,2024,LPL,ALLPRO_2ND,3,SPRING
Meiko,2024,LPL,ALLPRO_2ND,3,SPRING
Zika,2024,LPL,ALLPRO_2ND,3,SUMMER
Tarzan (Lee Seung-yong),2024,LPL,ALLPRO_2ND,3,SUMMER
Scout,2024,LPL,ALLPRO_2ND,3,SUMMER
JackeyLove,2024,LPL,ALLPRO_2ND,3,SUMMER
ON,2024,LPL,ALLPRO_2ND,3,SUMMER

# ═══════════════════════════════════════════════════
# LEC ALL-PRO 2ND/3RD (2022~2023 — 행별 합산)
# ═══════════════════════════════════════════════════
Wunder,2022,LEC,ALLPRO_2ND,3,SPRING
Elyoya,2022,LEC,ALLPRO_2ND,3,SPRING
Humanoid,2022,LEC,ALLPRO_2ND,3,SPRING
Comp,2022,LEC,ALLPRO_2ND,3,SPRING
Trymbi,2022,LEC,ALLPRO_2ND,3,SPRING
Larssen,2022,LEC,ALLPRO_3RD,1,SPRING
Patrik,2022,LEC,ALLPRO_3RD,1,SPRING
Targamas,2022,LEC,ALLPRO_3RD,1,SPRING
Alphari,2022,LEC,ALLPRO_2ND,3,SUMMER
Markoon,2022,LEC,ALLPRO_2ND,3,SUMMER
caPs,2022,LEC,ALLPRO_2ND,3,SUMMER
Neon (Matúš Jakubčík),2022,LEC,ALLPRO_2ND,3,SUMMER
Targamas,2022,LEC,ALLPRO_2ND,3,SUMMER
Odoamne,2022,LEC,ALLPRO_3RD,1,SUMMER
Vetheo,2022,LEC,ALLPRO_3RD,1,SUMMER
Trymbi,2022,LEC,ALLPRO_3RD,1,SUMMER
BrokenBlade,2023,LEC,ALLPRO_2ND,3,WINTER
Yike,2023,LEC,ALLPRO_2ND,3,WINTER
Nisqy,2023,LEC,ALLPRO_2ND,3,WINTER
Exakick,2023,LEC,ALLPRO_2ND,3,WINTER
Hylissang,2023,LEC,ALLPRO_2ND,3,WINTER
Chasy,2023,LEC,ALLPRO_3RD,1,WINTER
Markoon,2023,LEC,ALLPRO_3RD,1,WINTER
Larssen,2023,LEC,ALLPRO_3RD,1,WINTER
Comp,2023,LEC,ALLPRO_3RD,1,WINTER
Trymbi,2023,LEC,ALLPRO_3RD,1,WINTER
Adam (Adam Maanane),2023,LEC,ALLPRO_2ND,3,SPRING
Yike,2023,LEC,ALLPRO_2ND,3,SPRING
Caps,2023,LEC,ALLPRO_2ND,3,SPRING
Carzzy,2023,LEC,ALLPRO_2ND,3,SPRING
Mikyx,2023,LEC,ALLPRO_2ND,3,SPRING
Photon,2023,LEC,ALLPRO_3RD,1,SPRING
nuc,2023,LEC,ALLPRO_3RD,1,SPRING
Hans Sama,2023,LEC,ALLPRO_3RD,1,SPRING
Labrov,2023,LEC,ALLPRO_3RD,1,SPRING
Odoamne,2023,LEC,ALLPRO_2ND,3,SUMMER
Razork,2023,LEC,ALLPRO_2ND,3,SUMMER
Humanoid,2023,LEC,ALLPRO_2ND,3,SUMMER
Noah (Oh Hyeon-taek),2023,LEC,ALLPRO_2ND,3,SUMMER
Trymbi,2023,LEC,ALLPRO_2ND,3,SUMMER
Oscarinin,2023,LEC,ALLPRO_3RD,1,SUMMER
Jankos,2023,LEC,ALLPRO_3RD,1,SUMMER
Abbedagge,2023,LEC,ALLPRO_3RD,1,SUMMER
Patrik,2023,LEC,ALLPRO_3RD,1,SUMMER
LIMIT (Dino Tot),2023,LEC,ALLPRO_3RD,1,SUMMER

# ═══════════════════════════════════════════════════
# EDITORIAL 추가 (2023~2024 LEC — 올프로 중복 보정)
# ═══════════════════════════════════════════════════
BrokenBlade,2024,LEC,EDITORIAL,-5,NONE
Yike,2024,LEC,EDITORIAL,-5,NONE
Caps,2024,LEC,EDITORIAL,-5,NONE
Hans Sama,2024,LEC,EDITORIAL,-5,NONE
Mikyx,2024,LEC,EDITORIAL,-5,NONE
BrokenBlade,2023,LEC,EDITORIAL,-5,NONE
Yike,2023,LEC,EDITORIAL,-5,NONE
Caps,2023,LEC,EDITORIAL,-5,NONE
Hans Sama,2023,LEC,EDITORIAL,-5,NONE
Mikyx,2023,LEC,EDITORIAL,-5,NONE

# ═══════════════════════════════════════════════════
# EDITORIAL 동률 해소 — B그룹 5팀 에이스 차등
# ═══════════════════════════════════════════════════
Chovy,2025,LCK,EDITORIAL,2,NONE
Canyon,2025,LCK,EDITORIAL,1,NONE
Ruler,2025,LCK,EDITORIAL,1,NONE
Uzi (Jian Zi-Hao),2016,LPL,EDITORIAL,2,NONE
Mata,2016,LPL,EDITORIAL,1,NONE
xiaohu,2016,LPL,EDITORIAL,1,NONE
Zeka (Kim Geon-woo),2024,LCK,EDITORIAL,2,NONE
Viper (Park Do-hyeon),2024,LCK,EDITORIAL,1,NONE
Peanut,2024,LCK,EDITORIAL,1,NONE
Caps,2025,LEC,EDITORIAL,2,NONE
BrokenBlade,2025,LEC,EDITORIAL,1,NONE
Hans Sama,2025,LEC,EDITORIAL,1,NONE
Tarzan (Lee Seung-yong),2025,LPL,EDITORIAL,2,NONE
Hope (Wang Jie),2025,LPL,EDITORIAL,1,NONE
Shanks,2025,LPL,EDITORIAL,1,NONE

# ═══════════════════════════════════════════════════
# EDITORIAL — tiebreak2 (5명동률 7팀, 20건 / Gakgos 2025 LCS 제외 — 미진출)
# ═══════════════════════════════════════════════════
Bdd,2025,LCK,EDITORIAL,2,NONE
Cuzz,2025,LCK,EDITORIAL,1,NONE
PerfecT (Lee Seung-min),2025,LCK,EDITORIAL,-1,NONE
Viper (Park Do-hyeon),2022,LPL,EDITORIAL,2,NONE
Scout,2022,LPL,EDITORIAL,1,NONE
Flandre,2022,LPL,EDITORIAL,-1,NONE
Viper (Park Do-hyeon),2025,LCK,EDITORIAL,2,NONE
Zeka (Kim Geon-woo),2025,LCK,EDITORIAL,1,NONE
Peanut,2025,LCK,EDITORIAL,-1,NONE
Elyoya,2024,LEC,EDITORIAL,2,NONE
Supa,2024,LEC,EDITORIAL,1,NONE
Fresskowy,2024,LEC,EDITORIAL,-1,NONE
Elyoya,2025,LEC,EDITORIAL,2,NONE
Supa,2025,LEC,EDITORIAL,1,NONE
Jojopyun,2025,LEC,EDITORIAL,-1,NONE
Contractz,2023,LCS,EDITORIAL,2,NONE
Palafox,2023,LCS,EDITORIAL,1,NONE
Dhokla,2023,LCS,EDITORIAL,-1,NONE
Inspired,2025,LCS,EDITORIAL,2,NONE
Massu,2025,LCS,EDITORIAL,1,NONE

# ═══════════════════════════════════════════════════
# EDITORIAL — tiebreak3 (4명동률 8팀, 24건)
# ═══════════════════════════════════════════════════
Faker,2023,LCK,EDITORIAL,2,NONE
Chovy,2023,LCK,EDITORIAL,2,NONE
Peyz,2023,LCK,EDITORIAL,1,NONE
Doran (Choi Hyeon-joon),2023,LCK,EDITORIAL,-1,NONE
Faker,2024,LCK,EDITORIAL,2,NONE
Oner,2024,LCK,EDITORIAL,1,NONE
Zeus,2024,LCK,EDITORIAL,-1,NONE
Oner,2025,LCK,EDITORIAL,2,NONE
Gumayusi,2025,LCK,EDITORIAL,1,NONE
Doran (Choi Hyeon-joon),2025,LCK,EDITORIAL,-1,NONE
JackeyLove,2025,LPL,EDITORIAL,2,NONE
Kanavi,2025,LPL,EDITORIAL,1,NONE
Creme,2025,LPL,EDITORIAL,-1,NONE
Knight (Zhuo Ding),2025,LPL,EDITORIAL,2,NONE
Bin (Chen Ze-Bin),2025,LPL,EDITORIAL,1,NONE
ON,2025,LPL,EDITORIAL,-1,NONE
TheShy,2019,LPL,EDITORIAL,2,NONE
Rookie,2019,LPL,EDITORIAL,1,NONE
Ning,2019,LPL,EDITORIAL,-1,NONE
Razork,2024,LEC,EDITORIAL,2,NONE
Humanoid,2024,LEC,EDITORIAL,1,NONE
Noah (Oh Hyeon-taek),2024,LEC,EDITORIAL,-1,NONE

# ═══════════════════════════════════════════════════
# EDITORIAL — G2 2024/2025 추가 하향 (g2_nerf, 8건)
# BrokenBlade/Caps 2024: OVR 하드오버라이드 95 적용 (04-ratings.ts OVR_OVERRIDES) — EDITORIAL 불요
# Yike/Hans/Mikyx 2024: 기존-5 + 추가-3 = 누적 -8
# G2 2025: 추가 -3 (tiebreak +1/+2 상쇄 후 순 -2~-1)
# ═══════════════════════════════════════════════════
Yike,2024,LEC,EDITORIAL,-3,NONE
Hans Sama,2024,LEC,EDITORIAL,-3,NONE
Mikyx,2024,LEC,EDITORIAL,-3,NONE
Caps,2025,LEC,EDITORIAL,-3,NONE
BrokenBlade,2025,LEC,EDITORIAL,-3,NONE
Hans Sama,2025,LEC,EDITORIAL,-3,NONE
SkewMond,2025,LEC,EDITORIAL,-3,NONE
Labrov,2025,LEC,EDITORIAL,-3,NONE

# ═══════════════════════════════════════════════════
# EDITORIAL — Longzhu 2017 +4 (역대급 팀 강화)
# ═══════════════════════════════════════════════════
Khan,2017,LCK,EDITORIAL,4,NONE
Cuzz,2017,LCK,EDITORIAL,4,NONE
Bdd,2017,LCK,EDITORIAL,4,NONE
PraY,2017,LCK,EDITORIAL,4,NONE
GorillA,2017,LCK,EDITORIAL,4,NONE
# --- EDITORIAL tiebreak5: 상위 9팀 에이스 차등 (2026-06-12) ---
# Gen.G 2025 — Chovy/Canyon 기존 +2/+1 유지, Ruler +1 유지, Kiin 0
Duro,2025,LCK,EDITORIAL,-1,NONE
# TL 2019
Doublelift,2019,LCS,EDITORIAL,2,NONE
CoreJJ,2019,LCS,EDITORIAL,1,NONE
Xmithie,2019,LCS,EDITORIAL,-1,NONE
# G2 2017
Perkz,2017,LEC,EDITORIAL,2,NONE
Zven,2017,LEC,EDITORIAL,1,NONE
Trick,2017,LEC,EDITORIAL,-1,NONE
# RNG 2016 — Mata/xiaohu 기존 +1 유지, Mlxg 0
Uzi (Jian Zi-Hao),2016,LPL,EDITORIAL,2,NONE
Looper,2016,LPL,EDITORIAL,-1,NONE
# HLE 2024 — Peanut 기존 +1 유지, Doran 0
Zeka (Kim Geon-woo),2024,LCK,EDITORIAL,2,NONE
Viper (Park Do-hyeon),2024,LCK,EDITORIAL,1,NONE
Delight,2024,LCK,EDITORIAL,-1,NONE
# Suning 2020
Bin (Chen Ze-Bin),2020,LPL,EDITORIAL,3,NONE
SwordArt,2020,LPL,EDITORIAL,1,NONE
Angel (Xiang Tao),2020,LPL,EDITORIAL,-2,NONE
# Weibo Gaming 2023
TheShy,2023,LPL,EDITORIAL,2,NONE
Xiaohu,2023,LPL,EDITORIAL,1,NONE
Weiwei,2023,LPL,EDITORIAL,-1,NONE
# HLE 2025 — Peanut 기존 -1 유지, Viper 0, Zeka 기존 +1 유지
Zeus,2025,LCK,EDITORIAL,2,NONE
Delight,2025,LCK,EDITORIAL,-2,NONE
# CLG 2016
aphromoo,2016,LCS,EDITORIAL,2,NONE
Darshan,2016,LCS,EDITORIAL,1,NONE
Huhi,2016,LCS,EDITORIAL,-1,NONE
